ï»¿faction_id|id|name|cost|detachment|detachment_id|legend|description|
CD|000009572003|Horrifying Visage|0|Dread Carnival|000000956|This daemons alters its visage from alluring to repulsive at a whim, terrifying those who gaze upon it.|Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, when an enemy unit within 9" of the bearer attempts to perform a <a href="/wh40k10ed/the-rules/boarding-action-rules/#Tactical-Manoeuvres">Tactical Manoeuvre</a> or attempts to <a href="/wh40k10ed/the-rules/boarding-action-rules/#Open-Hatchways">operate a Hatchway</a> within 9" of the bearer, the bearer can use this ability. If it does, that enemy unit must take a <span class="tooltip00509" data-tooltip-content="#tooltip_content00509"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>, subtracting I from the result: if failed, that unit fails to perform that Tactical Manoeuvre or to operate that Hatchway and, until the start of your opponentâs next turn, that unit cannot perform Tactical Manoeuvres or operate <a href="/wh40k10ed/the-rules/boarding-action-rules/#Terrain">Hatchways</a>.|
CD|000009564003|Endless Gift|0|Rotten and Rusted|000000955|Bounteous and repulsive layers of rancid flab boil from within this entityâs grotesque form, bolstering it against even the most dolorous blows.|Add 2 to the bearers Wounds characteristic.|
CD|000009980003|Mantle of Gloom (Aura)|20|Shadow Legion|000001027|This warrior is mantled in the dread energies of the immaterium. With but a thought, they can extrude from their gloaming mantle coils of grasping darkness, the chill touch of which is enough to erode the confidence of even the mightiest champion.|<span class="tooltip00444" data-tooltip-content="#tooltip_content00444" data-tooltip-anchor="#tooltip_content00444"><span class="kwb kwbu">SHADOW</span> <span class="kwb kwbu">LEGION</span></span> model only. While an enemy unit is within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of the bearerâs unit, subtract 1 from the Objective Control characteristic of models in that enemy unit.|
CD|000009819003|Maggot Maws|15|Plague Legion|000001000|This daemonâs flesh is pocked with foul mouths that mumble curses to rot the minds of all who hear them.|<span class="tooltip00552" data-tooltip-content="#tooltip_content00552" data-tooltip-anchor="#tooltip_content00552"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">NURGLE</span></span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, select one enemy unit within 6" of the bearer; that enemy unit must take a <span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>. Then roll one D6: on a 3+, that enemy unit suffers D3 <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span>. Each time the bearer uses this Enhancement, no mortal wounds are inflicted by your armyâs <span class="tooltip00553" data-tooltip-content="#tooltip_content00553"><span class="tt kwbu">Daemonic</span> <span class="tt kwbu">Terror</span></span> rule.|
CD|000009547003|Geller Breach|0|Daemonic Incursion|000000953|Daemonic entities burst from rippling warp rents and directly into the heart of battle.|Al the start of the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, the bearerâs unit can make a <span class="tooltip00221" data-tooltip-content="#tooltip_content00221"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span> of up to 6".|
CD|000009815003|Furyâs Cage|20|Blood Legion|000000999|The Bloodthirster bound within this weapon offers the wielder immense power but seeks every way to turn its towering wrath upon its jailer.|<span class="tooltip00556" data-tooltip-content="#tooltip_content00556" data-tooltip-anchor="#tooltip_content00556"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">KHORNE</span> <span class="kwb kwbu">MONSTER</span></span> model only. Each time the bearer is selected to fight, it can use this Enhancement. If it does, the bearer suffers D3+1 <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span>, and until the end of the phase, each time it makes an attack, you can re-roll the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> and you can re-roll the <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|
CD|000008438003|Soulstealer|15|Daemonic Incursion|000000779|This gluttonous blade gulps down the souls of its victims before invigorating the corporeal form of its wielder. Its greed stems from the starving Keeper of Secrets bound within â an arrogant entity that sought to devour enough Aeldari souls to challenge Slaanesh itself. As punishment for the daemonâs monstrous hubris, Slaanesh trapped it within Soulstealer, condemning the Keeper of Secrets to sustain other daemons with its frenzied appetite while retaining nothing for itself.|<span class="tooltip00441" data-tooltip-content="#tooltip_content00441" data-tooltip-anchor="#tooltip_content00441"><span class="kwb kwbu">SLAANESH</span> <span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span></span> model only. Each time the bearer destroys an enemy model with a melee attack, roll one D6, adding 1 to the result if the bearer is within your armyâs <span class="tooltip00439" data-tooltip-content="#tooltip_content00439"><span class="tt kwbu">Shadow</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Chaos</span></span>. On a 4+, the bearer regains 1 lost wound.|
CD|000009580003|Mutagenic Flames|0|Pandaemoniac Inferno|000000957|The warpflame of Tzeentch is fuelled by sanity and soulstuff, and cannot be easily extinguished. Worse, it does not merely burn its victims, but instead distorts and mutates them in ever more hideous ways.|In your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>, after the bearer has shot, select one enemy unit hit by one or more of those attacks. Until the start of your next Shooting phase, each time a model in that unit makes an attack, subtract 1 from the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
CD|000009555003|Unholy Fury|0|Infernal Onslaught|000000954|So infused with hatred and warlike wrath is this daemon that it can sustain its corporeal shell through fury alone, even should it be terribly damaged.|If the bearer is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span> by a melee attack and it has not fought this phase, roll one D6: on a 2+, do not remove it from play. Ure destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play.|
CD|000009806004|Avatar of Perfection|15|Legion of Excess|000000997|This entity is the corporeal embodiment of selfish arrogance, fighting best when it fights alone.|<span class="tooltip00557" data-tooltip-content="#tooltip_content00557" data-tooltip-anchor="#tooltip_content00557"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">SLAANESH</span> <span class="kwb kwbu">MONSTER</span></span> model only. At the start of each phase, if there are no other friendly units within 6" of the bearer, you can: re-roll <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Advance</span> <span class="tt kwbu">rolls</span></span> made for the bearer; re-roll <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for the bearer; ignore any or all modifiers to its Move characteristic and to any Advance and/or Charge rolls made for the bearer.|
CD|000009810004|Neverblade|20|Scintillating Legion|000000998|Shifting its shape tirelessly from sword to staff to glaive, this bizarre daemon weapon makes a mockery of even the most determined defence.|<span class="tooltip00555" data-tooltip-content="#tooltip_content00555" data-tooltip-anchor="#tooltip_content00555"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">TZEENTCH</span> <span class="kwb kwbu">MONSTER</span></span> model only. Improve the Strength characteristic of melee weapons equipped by the bearer by 2, improve the Attacks and Armour Penetration characteristics of melee weapons equipped by the bearer by 1, and each time the bearer makes a melee attack, add 1 to the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
CD|000009980004|Fade to Darkness|30|Shadow Legion|000001027|Having slaughtered their prey, this thrall of the Dark Master opens a twilit gate, returning to the gloom and preparing for their next assault.|<span class="tooltip00444" data-tooltip-content="#tooltip_content00444" data-tooltip-anchor="#tooltip_content00444"><span class="kwb kwbu">SHADOW</span> <span class="kwb kwbu">LEGION</span></span> model only. At the end of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if the bearerâs unit destroyed one or more enemy units this phase and is not within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units, you can remove the bearerâs unit from the battlefield and place it into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>.|
CD|000009815004|Brazenmaw|15|Blood Legion|000000999|This daemonâs maw and throat are forged from burning brass, transforming its war cries into a deafening clarion that calls the Blood Legion to war.|<span class="tooltip00549" data-tooltip-content="#tooltip_content00549" data-tooltip-anchor="#tooltip_content00549"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">KHORNE</span></span> model only. Add 2 to <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for the bearerâs unit.|
CD|000008438004|The Endless Gift|45|Daemonic Incursion|000000779|Only the most accomplished plague daemons are granted the Endless Gift. A disease of unutterable malignancy and repulsive beneficence, it changes form constantly from plague to infestation to malaise. The one constant is its ability to reknit its suffererâs corporeal form from even the most catastrophic of wounds. One moment, infernal bacteria may multiply like wildfire until their gelid mass fills a fleshy rent with fresh daemon-flesh. The next, pestilential vapours may billow from the daemonâs yawning maw, veiling its ravaged bulk before tattering away to reveal a form healed of its recent hurts.|<span class="tooltip00440" data-tooltip-content="#tooltip_content00440" data-tooltip-anchor="#tooltip_content00440"><span class="kwb kwbu">NURGLE</span> <span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span></span> model only. The bearer has the <span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">5+</span></span> ability. While the bearer is within your armyâs <span class="tooltip00439" data-tooltip-content="#tooltip_content00439"><span class="tt kwbu">Shadow</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Chaos</span></span>, the bearer has the <span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">4+</span></span> ability instead.|
CD|000009819004|Droning Shroud (Aura)|35|Plague Legion|000001000|This sentient cowl of daemonic plague flies roars and whirls with cyclonic force, obscuring even the most hulking and bloated daemonic bearer.|<span class="tooltip00558" data-tooltip-content="#tooltip_content00558" data-tooltip-anchor="#tooltip_content00558"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">NURGLE</span> <span class="kwb kwbu">MONSTER</span></span> model only. While a friendly <span class="tooltip00552" data-tooltip-content="#tooltip_content00552" data-tooltip-anchor="#tooltip_content00552"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">NURGLE</span></span> unit is within 6" of the bearer, that unit can only be targeted by a ranged attack if the attacking model is within 18".|
CD|000009806005|Soul Glutton|10|Legion of Excess|000000997|This daemon lord guzzles souls, its bloated corporeality reknitting with each fresh morsel.|<span class="tooltip00557" data-tooltip-content="#tooltip_content00557" data-tooltip-anchor="#tooltip_content00557"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">SLAANESH</span> <span class="kwb kwbu">MONSTER</span></span> model only. At the end of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if one or more enemy models were destroyed this phase as a result of one or more of the bearerâs attacks, it can use this Enhancement. If it does, it regains up to D3 lost wounds.|
CD|000009819005|Font of Spores (Aura)|20|Plague Legion|000001000|This entityâs foul breath expels clouds of rust pox spores, which gnaw into all they settle upon.|<span class="tooltip00558" data-tooltip-content="#tooltip_content00558" data-tooltip-anchor="#tooltip_content00558"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">NURGLE</span> <span class="kwb kwbu">MONSTER</span></span> model only. While a friendly <span class="tooltip00552" data-tooltip-content="#tooltip_content00552" data-tooltip-anchor="#tooltip_content00552"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">NURGLE</span></span> unit is within 6" of the bearer, improve the Armour Penetration characteristic of weapons equipped by models in that unit by 1.|
CD|000009815005|Gateway Unto Damnation|10|Blood Legion|000000999|Concealed within this daemonâs form is a portal into the depths of Khorneâs realm. Anointed with gore and thrown wide by the daemonâs corporeal demise, it expands like a bloody singularity to drag everything in reach into the screaming maelstrom of the Warp.|<span class="tooltip00556" data-tooltip-content="#tooltip_content00556" data-tooltip-anchor="#tooltip_content00556"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">KHORNE</span> <span class="kwb kwbu">MONSTER</span></span> model only. The bearerâs <span class="tooltip00511" data-tooltip-content="#tooltip_content00511"><span class="tt kwbu">Deadly</span> <span class="tt kwbu">Demise</span></span> ability inflicts <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span> on a D6 roll of 2+ instead of on a 6. In addition, if the bearer has destroyed one or more enemy units this battle, the bearer has the Deadly Demise D3+3 ability, instead of any other Deadly Demise ability on its datasheet.|
CD|000008438005|The Everstave|25|Daemonic Incursion|000000779|This staff blazes with vibrant warpflame. As soon as its master takes up the eldritch weapon, they too are wreathed in the same daemonic fire. From within this magenta inferno, the Everstaveâs daemonic bearer hurls searing gouts of Tzeentchâs pink fire, turning armour to ash and immolating or irrevocably mutating the flesh beneath.|<span class="tooltip00438" data-tooltip-content="#tooltip_content00438" data-tooltip-anchor="#tooltip_content00438"><span class="kwb kwbu">TZEENTCH</span> <span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span></span> model only. Add 1 to the Strength characteristic of the bearerâs ranged weapons and increase the Range characteristic of such weapons by 3". While the bearer is within your armyâs <span class="tooltip00439" data-tooltip-content="#tooltip_content00439"><span class="tt kwbu">Shadow</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Chaos</span></span>, add 2 to the Strength characteristic of the bearerâs ranged weapons and increase the Range characteristic of such weapons by 6" instead.|
CD|000009980005|Malice Made Manifest|25|Shadow Legion|000001027|This champion of Chaos weaponises their own twisted and blackened spirit, projecting talons wrought of concentrated madness and fury that rake through mind, body and soul.|<span class="tooltip00444" data-tooltip-content="#tooltip_content00444" data-tooltip-anchor="#tooltip_content00444"><span class="kwb kwbu">SHADOW</span> <span class="kwb kwbu">LEGION</span></span> model only. At the start of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, select one enemy unit within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of the bearerâs unit and roll one D6: on a 2-5, that enemy unit suffers D3 <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span>; on a 6, that enemy unit suffers 3 mortal wounds.|
CD|000009810005|Improbable Shield (Aura)|30|Scintillating Legion|000000998|Complex convolutions of ever-more unlikely fate wind about this entity, confounding the mightiest and most esoteric attacks.|<span class="tooltip00550" data-tooltip-content="#tooltip_content00550" data-tooltip-anchor="#tooltip_content00550"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">TZEENTCH</span></span> model only. While a friendly <span class="kwb">LEGIONES</span> <span class="kwb">DAEMONICA</span> <span class="kwb">TZEENTCH</span> unit is within 6" of the bearer, models in that unit have the <span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">4+</span></span> ability against <span class="tooltip00528" data-tooltip-content="#tooltip_content00528"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">Attacks</span></span> and <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span>.|
CSM|000008985002|Forgeâs Blessing|20|Soulforged Warpack|000000873|Such is this warriors mastery of techno-sorcery, that they may temper armour with but a gesture.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">VEHICLE</span></span> unit within 12" of the bearer. Until the start of your next <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, that unit has the Feel No Pain 6+ ability.|
CSM|000008960002|Eager for Vengeance|20|Veterans of the Long War|000000867|The desire for vengeance and bloodshed has festered within this warriorsâ heart for millennia. The opportunity to unleash it upon the foe is eagerly embraced.|<span class="tooltip00559" data-tooltip-content="#tooltip_content00559" data-tooltip-anchor="#tooltip_content00559"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span></span> model only (excluding <span class="tooltip00426" data-tooltip-content="#tooltip_content00426" data-tooltip-anchor="#tooltip_content00426"><span class="kwb kwbu">DAMNED</span></span> models). The bearerâs unit is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <span class="tooltip00025" data-tooltip-content="#tooltip_content00025"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>. Each time a model in the bearerâs unit makes an attack that targets your <span class="tooltip00560" data-tooltip-content="#tooltip_content00560"><span class="tt kwbu">focus</span> <span class="tt kwbu">of</span> <span class="tt kwbu">hatred</span></span>, if the bearerâs unit Fell Back this turn, add 1 to the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>, and each time you select your focus of hatred as a target of that unitâs charge, add 1 to the <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">roll</span></span>.|
CSM|000009773002|Surgical Precision|10|Creations of Bile|000000991|A student of Fabius Bileâs dread craft, this champion of Chaos wields their weapons with the same precision a master chirurgeon would wield a scalpel.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model (excluding <span class="tooltip00426" data-tooltip-content="#tooltip_content00426" data-tooltip-anchor="#tooltip_content00426"><span class="kwb kwbu">DAMNED</span></span> models) only. The bearerâs melee weapons have the <span class="kwb2 bluefont"><span class="tooltip00057" data-tooltip-content="#tooltip_content00057"><span class="tt kwbu">[PRECISION]</span></span></span> ability.|
CSM|000009520002|Manifest Vengeance|0|Champions of Chaos|000000948|A chosen warrior does not die easily, and rarely without striking a last spiteful blow at those who ended their path to glory.|When the bearer is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span>, if it has not shot or fought this phase, roll one D6, adding 1 to the result if it was destroyed by a melee attack: on a 4+, do not remove it from play. The bearer can shoot or fight after the attacking unit has finished making its attacks, and is then removed from play.|
CSM|000008357002|Eye of Tzeentch|15|Pactbound Zealots|000000751|No secret is safe from Tzeentchâs searching gaze. To those who bear his favour, priceless knowledge may be revealed.|<span class="tooltip00561" data-tooltip-content="#tooltip_content00561" data-tooltip-anchor="#tooltip_content00561"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">TZEENTCH</span></span> model only. Each time the bearerâs unit makes a <span class="tooltip00425" data-tooltip-content="#tooltip_content00425"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pact</span></span> and does not fail the resulting <span class="tooltip00509" data-tooltip-content="#tooltip_content00509"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>, if the result of that test was 8 or more, you gain 1CP.|
CSM|000008976002|Bastion Plate|10|Fellhammer Siege-host|000000871|Despite the pits and dents that mar its surface, this suit of relic armour is as resilient as the walls of any grand bastion.|<span class="tooltip00562" data-tooltip-content="#tooltip_content00562" data-tooltip-anchor="#tooltip_content00562"><span class="kwb kwbu">CHAOS</span> <span class="kwb kwbu">LORD</span></span> model only (excluding <a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Chaos-Lord-with-Jump-Pack"><span class="kwb kwbo">JUMP</span> <span class="kwb kwbo">PACK</span></a> models). Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, when a <span class="tooltip00032" data-tooltip-content="#tooltip_content00032"><span class="tt kwbu">saving</span> <span class="tt kwbu">throw</span></span> is failed for the bearerâs unit, you can change the Damage characteristic of that attack to 0.|
CSM|000008981002|Amulet of Tainted Vigour|20|Chaos Cult|000000872|Containing the motive energy of Human sacrifices, this device can restore life to the fallen.|<a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Dark-Apostle"><span class="kwb kwbo">DARK</span> <span class="kwb kwbo">APOSTLE</span></a> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can return up to D3 <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span> <span class="tooltip00426" data-tooltip-content="#tooltip_content00426" data-tooltip-anchor="#tooltip_content00426"><span class="kwb kwbu">DAMNED</span></span> models (excluding <span class="kwb">CHARACTER</span> models) to the bearerâs unit.|
CSM|000009503002|Voice of the Octed|0|Infernal Reavers|000000946|Voice booming out in fervent prayer to the Chaos Gods, this dark championâs devotions are unusually fervent and potent.|Each time the bearerâs unit makes a <span class="tooltip00425" data-tooltip-content="#tooltip_content00425"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pact</span></span>, until the end of the phase, weapons equipped by models in that unit gain both abilities conferred by that Dark Pact (instead of only one).|
CSM|000008972002|Eater of Dread|15|Dread Talons|000000870|As ripples of terror spread through the ranks of the enemy, so does this champion draw power from the fear of their victims.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if the bearer is on the battlefield, roll one D6, adding 1 to the result for each <span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Battle-shocked</span></span> enemy unit that is on the battlefield: on a 5+, you gain 1CP.|
CSM|000009512002|Rabble Rouser|0|Underdeck Uprising|000000947|This warriors impassioned heretic oratory whips their dreg followers into a violent frenzy.|Once per turn, when a friendly <a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Cultist-Mob"><span class="kwb kwbo">CULTIST</span> <span class="kwb kwbo">MOB</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Fellgor-Beastmen"><span class="kwb kwbo">FELLGOR</span> <span class="kwb kwbo">BEASTMEN</span></a> unit within 6" of the bearer is selected to shoot or fight, the bearer can use this Enhancement. If it does, until the end of the phase, add 1 to the Attacks characteristic of weapons equipped by models in that friendly unit.|
CSM|000008968002|Despotâs Claim|15|Renegade Raiders|000000869|This champion is a conqueror of worlds and will not rest until they have claimed their prize.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if the bearer is on the battlefield, roll one D6, adding 1 to the result if the bearer is wholly within 12" of your opponentâs deployment zone: on a 5+, you gain 1 CP.|
CSM|000010151002|Touched by the Warp|10|Cabal of Chaos|000001058|Not all Sorcerers begin as psykers. Some are gifted their mystic powers by the gods of the Warp.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only (excluding <span class="tooltip00563" data-tooltip-content="#tooltip_content00563" data-tooltip-anchor="#tooltip_content00563"><span class="kwb kwbu">KHORNE</span></span> models). The bearer gains the <span class="tooltip00427" data-tooltip-content="#tooltip_content00427" data-tooltip-anchor="#tooltip_content00427"><span class="kwb kwbu">PSYKER</span></span> keyword.|
CSM|000008964002|Cursed Fang|10|Deceptors|000000868|This xenos weapon is perfect in the hands of assassins.|<span class="tooltip00289" data-tooltip-content="#tooltip_content00289" data-tooltip-anchor="#tooltip_content00289"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">INFANTRY</span></span> model only. Improve the  Armour Penetration characteristic of the bearerâs melee weapons by 1, and the bearerâs melee weapons  have the <span class="kwb2 bluefont"><span class="tooltip00057" data-tooltip-content="#tooltip_content00057"><span class="tt kwbu">[PRECISION]</span></span></span> ability.|
CSM|000009773003|Living Carapace|15|Creations of Bile|000000991|With a thought, the wearer can compel this bioarmour to thicken, further increasing their formidable resistance.|<span class="tooltip00562" data-tooltip-content="#tooltip_content00562" data-tooltip-anchor="#tooltip_content00562"><span class="kwb kwbu">CHAOS</span> <span class="kwb kwbu">LORD</span></span> model only. Add 1 to the bearerâs Wounds characteristic and the bearer has the <span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">5+</span></span> ability.|
CSM|000008972003|Nightâs Shroud|20|Dread Talons|000000870|This cape is as black as a moonless night and radiates an obfuscating aura of impenetrable darkness.|<span class="tooltip00562" data-tooltip-content="#tooltip_content00562" data-tooltip-anchor="#tooltip_content00562"><span class="kwb kwbu">CHAOS</span> <span class="kwb kwbu">LORD</span></span> model only (excluding <span class="tooltip00290" data-tooltip-content="#tooltip_content00290" data-tooltip-anchor="#tooltip_content00290"><span class="kwb kwbu">TERMINATOR</span></span> models). Models in the bearerâs unit have the <span class="tooltip00496" data-tooltip-content="#tooltip_content00496"><span class="tt kwbu">Stealth</span></span> ability.|
CSM|000008968003|Dread Reaver|15|Renegade Raiders|000000869|A corsair and raider of great renown, this champion of Chaos is pitiless in the pursuit of plunder and infamy.|<span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model only. Each time the bearer makes a melee attack, if the bearer is wholly within 12" of your opponentâs deployment zone, you can re-roll the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> and you can re-roll the <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|
CSM|000008960003|Eye of Abaddon|15|Veterans of the Long War|000000867|The Warmaster observes all. He bestows his favour only upon those who slaughter his most hated enemies.|<span class="tooltip00559" data-tooltip-content="#tooltip_content00559" data-tooltip-anchor="#tooltip_content00559"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span></span> model only (excluding <span class="tooltip00426" data-tooltip-content="#tooltip_content00426" data-tooltip-anchor="#tooltip_content00426"><span class="kwb kwbu">DAMNED</span></span> models). While the bearer is on the battlefield, each time your <span class="tooltip00560" data-tooltip-content="#tooltip_content00560"><span class="tt kwbu">focus</span> <span class="tt kwbu">of</span> <span class="tt kwbu">hatred</span></span> is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span>, roll one D6: on a 4+, you gain 1CP.|
